KO,Importance,Class,name,description,pathway,brites,Share(+),Only_one(+),Neither(+),Share(-),Only_one(-),Neither(-)
ko:K21071,0.001136211,MLS,"['pfk, pfp']",ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90],"{'ko00051': 'Fructose and mannose metabolism', 'ko01130': 'Biosynthesis of antibiotics', 'ko00680': 'Methane metabolism', 'ko00010': 'Glycolysis / Gluconeogenesis', 'ko01100': 'Metabolic pathways', 'ko01120': 'Microbial metabolism in diverse environments', 'ko00052': 'Galactose metabolism', 'ko01110': 'Biosynthesis of secondary metabolites', 'ko00030': 'Pentose phosphate pathway'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00010 Glycolysis / Gluconeogenesis', '                K21071  pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase', '               00030 Pentose phosphate pathway', '                K21071  pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase', '               00051 Fructose and mannose metabolism', '                K21071  pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase', '               00052 Galactose metabolism', '                K21071  pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase', '              Energy metabolism', '               00680 Methane metabolism', '                K21071  pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase', '            Enzymes [BR:ko01000]', '             2. Transferases', '              2.7  Transferring phosphorus-containing groups', '               2.7.1  Phosphotransferases with an alcohol group as acceptor', '                2.7.1.11  6-phosphofructokinase', '                 K21071  pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase', '                2.7.1.90  diphosphate---fructose-6-phosphate 1-phosphotransferase', '                 K21071  pfk, pfp; ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase']",80.11111111,16.11111111,3.777777778,60.77777778,29.11111111,10.11111111
ko:K06306,0.001130257,MLS,['yaaH'],spore germination protein,,,0.333333333,5.555555556,94.11111111,0.555555556,13.22222222,86.22222222
ko:K02970,0.001123421,MLS,"['RP-S21, MRPS21, rpsU']",small subunit ribosomal protein S21,{'ko03010': 'Ribosome'},"['KEGG Orthology (KO) [BR:ko00001]', '             Genetic Information Processing', '              Translation', '               03010 Ribosome', '                K02970  RP-S21, MRPS21, rpsU; small subunit ribosomal protein S21', '            KEGG modules [BR:ko00002]', '             Structural complex', '              Genetic information processing', '               Ribosome', '                M00178  Ribosome, bacteria', '                 K02970  RP-S21, MRPS21, rpsU; small subunit ribosomal protein S21', '            Ribosome [BR:ko03011]', '             Ribosomal Proteins', '              Mitochondria/ Chloroplast', '               Small subunit', '                K02970  RP-S21, MRPS21, rpsU; small subunit ribosomal protein S21', '              Bacteria', '               Small subunit', '                K02970  RP-S21, MRPS21, rpsU; small subunit ribosomal protein S21']",82.44444444,14,3.555555556,76,20.77777778,3.222222222
ko:K09963,0.001119485,MLS,['K09963'],uncharacterized protein,,,0.666666667,9.666666667,89.66666667,2.111111111,13.22222222,84.66666667
ko:K03442,0.001113265,MLS,['mscS'],small conductance mechanosensitive channel,,"['Transporters [BR:ko02000]', '             Other Transporters', '              Pores ion channels', '               K03442  mscS; small conductance mechanosensitive channel']",60.44444444,29.11111111,10.44444444,43.22222222,37.66666667,19.11111111
ko:K03698,0.001106449,MLS,"['cbf, cbf1']",3'-5' exoribonuclease [EC:3.1.-.-],,"['Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.1  Acting on ester bonds', '               3.1.-  Acting on ester bonds', '                3.1.-.-  ', ""                 K03698  cbf, cbf1; 3'-5' exoribonuclease"", '            Messenger RNA biogenesis [BR:ko03019]', '             Prokaryotic Type', '              Bacterial mRNA degradation factors', '               RNA degradosome components', '                Ribonucreases', ""                 K03698  cbf, cbf1; 3'-5' exoribonuclease""]",58.44444444,9.888888889,31.66666667,42.11111111,19,38.88888889
ko:K06975,0.001105554,MLS,['K06975'],uncharacterized protein,,,14.66666667,21.22222222,64.11111111,12.77777778,33,54.22222222
ko:K07458,0.001099361,MLS,['vsr'],"DNA mismatch endonuclease, patch repair protein [EC:3.1.-.-]",,"['Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.1  Acting on ester bonds', '               3.1.-  Acting on ester bonds', '                3.1.-.-  ', '                 K07458  vsr; DNA mismatch endonuclease, patch repair protein', '            DNA repair and recombination proteins [BR:ko03400]', '             Prokaryotic Type', '              SSBR (single strand breaks repair)', '               MMR (mismatch exicision repair)', '                Other MMR factors', '                 K07458  vsr; DNA mismatch endonuclease, patch repair protein']",13.22222222,41.88888889,44.88888889,12,39.88888889,48.11111111
ko:K06888,0.001090269,MLS,['K06888'],uncharacterized protein,,,0.333333333,3.333333333,96.33333333,0.111111111,7.888888889,92
ko:K02217,0.001069796,MLS,"['ftnA, ftn']",ferritin [EC:1.16.3.2],,"['Enzymes [BR:ko01000]', '             1. Oxidoreductases', '              1.16  Oxidizing metal ions', '               1.16.3  With oxygen as acceptor', '                1.16.3.2  bacterial non-heme ferritin', '                 K02217  ftnA, ftn; ferritin']",26.88888889,16.11111111,57,28.77777778,27.22222222,44
ko:K08384,0.001064414,MLS,['spoVD'],stage V sporulation protein D (sporulation-specific penicillin-binding protein),{'ko00550': 'Peptidoglycan biosynthesis'},"['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Glycan biosynthesis and metabolism', '               00550 Peptidoglycan biosynthesis', '                K08384  spoVD; stage V sporulation protein D (sporulation-specific penicillin-binding protein)', '            Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]', '             Peptidoglycan biosynthesis and degradation', '              DD-Transpeptidase (Class B PBP)', '               K08384  spoVD; stage V sporulation protein D (sporulation-specific penicillin-binding protein)']",56.66666667,10.44444444,32.88888889,37.77777778,21.66666667,40.55555556
ko:K16907,0.001060292,MLS,['K16907'],fluoroquinolone transport system ATP-binding protein [EC:3.6.3.-],{'ko02010': 'ABC transporters'},"['KEGG Orthology (KO) [BR:ko00001]', '             Environmental Information Processing', '              Membrane transport', '               02010 ABC transporters', '                K16907  K16907; fluoroquinolone transport system ATP-binding protein', '            KEGG modules [BR:ko00002]', '             Structural complex', '              Environmental information processing', '               ABC-2 type and other transport systems', '                M00224  Fluoroquinolone transport system', '                 K16907  K16907; fluoroquinolone transport system ATP-binding protein', '            Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.6  Acting on acid anhydrides', '               3.6.3  Acting on acid anhydrides to catalyse transmembrane movement of substances', '                3.6.3.-  ', '                 K16907  K16907; fluoroquinolone transport system ATP-binding protein', '            Transporters [BR:ko02000]', '             ABC Transporters, Prokaryotic Type', '              ABC-2 type and other transporters', '               Fluoroquinolones transporter [OT]', '                K16907  K16907; fluoroquinolone transport system ATP-binding protein']",0.222222222,4.111111111,95.66666667,0.111111111,8.666666667,91.22222222
ko:K03613,0.001052967,MLS,['rnfE'],electron transport complex protein RnfE,,,74.77777778,19.77777778,5.444444444,64.44444444,25.55555556,10
ko:K15635,0.00105016,MLS,['apgM'],"2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]","{'ko01130': 'Biosynthesis of antibiotics', 'ko00680': 'Methane metabolism', 'ko01200': 'Carbon metabolism', 'ko00010': 'Glycolysis / Gluconeogenesis', 'ko01100': 'Metabolic pathways', 'ko01230': 'Biosynthesis of amino acids', 'ko01120': 'Microbial metabolism in diverse environments', 'ko01110': 'Biosynthesis of secondary metabolites', 'ko00260': 'Glycine, serine and threonine metabolism'}","['KEGG Orthology (KO) [BR:ko00001]', '             Metabolism', '              Carbohydrate metabolism', '               00010 Glycolysis / Gluconeogenesis', '                K15635  apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase', '              Energy metabolism', '               00680 Methane metabolism', '                K15635  apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase', '              Amino acid metabolism', '               00260 Glycine, serine and threonine metabolism', '                K15635  apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase', '            KEGG modules [BR:ko00002]', '             Pathway module', '              Carbohydrate and lipid metabolism', '               Central carbohydrate metabolism', '                M00001  Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate', '                 K15635  apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase', '                M00002  Glycolysis, core module involving three-carbon compounds', '                 K15635  apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase', '                M00003  Gluconeogenesis, oxaloacetate => fructose-6P', '                 K15635  apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase', '            Enzymes [BR:ko01000]', '             5. Isomerases', '              5.4  Intramolecular transferases', '               5.4.2  Phosphotransferases (phosphomutases)', '                5.4.2.12  phosphoglycerate mutase (2,3-diphosphoglycerate-independent)', '                 K15635  apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase']",16.55555556,19.77777778,63.66666667,16.44444444,28.55555556,55
ko:K02315,0.00105008,MLS,['dnaC'],DNA replication protein DnaC,,"['DNA replication proteins [BR:ko03032]', '             Prokaryotic Type', '              DNA Replication Initiation Factors', '               Initiation factors (bacterial)', '                K02315  dnaC; DNA replication protein DnaC']",53.55555556,17.44444444,29,42.55555556,25,32.44444444
ko:K20487,0.001046664,MLS,"['nisK, spaK']","two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK [EC:2.7.13.3]","{'ko02024': 'Quorum sensing', 'ko02020': 'Two-component system'}","['KEGG Orthology (KO) [BR:ko00001]', '             Environmental Information Processing', '              Signal transduction', '               02020 Two-component system', '                K20487  nisK, spaK; two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK', '             Cellular Processes', '              Cellular community - prokaryotes', '               02024 Quorum sensing', '                K20487  nisK, spaK; two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK', '            KEGG modules [BR:ko00002]', '             Functional set', '              Environmental information processing', '               Two-component regulatory system', '                M00816  NisK-NisR (lantibiotic biosynthesis) two-component regulatory system', '                 K20487  nisK, spaK; two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK', '            Enzymes [BR:ko01000]', '             2. Transferases', '              2.7  Transferring phosphorus-containing groups', '               2.7.13  Protein-histidine kinases', '                2.7.13.3  histidine kinase', '                 K20487  nisK, spaK; two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK', '            Protein kinases [BR:ko01001]', '             Histidine protein kinases', '              OmpR family', '               K20487  nisK, spaK; two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK', '            Two-component system [BR:ko02022]', '             OmpR family', '              NisK-NisR', '               K20487  nisK, spaK; two-component system, OmpR family, lantibiotic biosynthesis sensor histidine kinase NisK/SpaK']",32.44444444,27.11111111,40.44444444,18.88888889,26.77777778,54.33333333
ko:K01531,0.00104369,MLS,"['mgtA, mgtB']",Mg2+-importing ATPase [EC:3.6.3.2],,"['Enzymes [BR:ko01000]', '             3. Hydrolases', '              3.6  Acting on acid anhydrides', '               3.6.3  Acting on acid anhydrides to catalyse transmembrane movement of substances', '                3.6.3.2  Mg2+-importing ATPase', '                 K01531  mgtA, mgtB; Mg2+-importing ATPase']",3.111111111,22.88888889,74,3.777777778,26.88888889,69.33333333
ko:K03700,0.001034971,MLS,['recU'],recombination protein U,,"['DNA repair and recombination proteins [BR:ko03400]', '             Prokaryotic Type', '              DSBR (double strand breaks repair)', '               HR (homologous recombination)', '                RecFOR pathway proteins', '                 K03700  recU; recombination protein U']",58,10,32,41.66666667,19.22222222,39.11111111
